"Date","Customer.ID","Rgn","Item","Sum.of.angels","Punching.holes","Surface.treatment","Open","Weight","Strip.thickness","Tolerance","Steel.grade","Meters","Revenue","Raw.material.cost","Total.costs","Complexity_Angels_Thickness","Difficulty_Thickness","Complexity_Tolerance","profit_loss","Margin","Costs_per_Meter"
2018-01-04,"4428957","SE","SECTION_0017242-1",1128,"No","No","Yes",28938.24,1,4,"KB",6400,47587.07,20035.19,33217.99,"little complex","medium","high",14369.08,0.301953450800816,5.1903109375
2018-01-04,"4428957","SE","SECTION_0017242-1",1128,"No","No","Yes",28938.24,1,4,"KB",6400,65465.09,20035.19,41203.9,"little complex","medium","high",24261.19,0.370597367238019,6.438109375
2018-01-04,"4428957","SE","SECTION_0017242-1",1128,"No","No","Yes",28938.24,1,4,"KB",6400,65465.09,20035.19,41203.9,"little complex","medium","high",24261.19,0.370597367238019,6.438109375
2018-01-04,"4428957","SE","SECTION_001723-2",540,"Yes","No","No",21195,2,4,"WB",7500,34892.33,13179.26,26657.6,"not complex","low","high",8234.73,0.236004015782265,3.55434666666667
2018-01-04,"4428957","SE","SECTION_001723-2",540,"No","No","No",21195,2,4,"WB",7500,52454.03,13179.26,38436.75,"not complex","low","high",14017.28,0.267229801027681,5.1249
2018-01-04,"4428957","SE","SECTION_001723-2",540,"No","No","No",21195,2,4,"WB",7500,31888.35,13179.26,24494.41,"not complex","low","high",7393.94,0.231869632640133,3.26592133333333
2018-01-04,"44625442","TR","SECTION_0208924-4",1017,"No","No","No",260345.25,3,4,"WB",30000,255414.9,163697.45,198502.2,"little complex","medium","high",56912.7,0.222824510238048,6.61674
2018-01-04,"44625442","TR","SECTION_0208924-4",1017,"No","No","No",260345.25,3,4,"WB",30000,255414.9,163697.45,198502.2,"little complex","medium","high",56912.7,0.222824510238048,6.61674
2018-01-04,"444318","IL","SECTION_0015515-2",922,"No","No","No",85610.97,2,4,"FVZ",18803.2,118955.06,64389.89,86356.12,"little complex","low","high",32598.94,0.274044164241521,4.59262891422737
2018-01-04,"441652","DE","SECTION_0011454-4.75",360,"Yes","No","Yes",22333.348,4.75,4,"FVZ",2420,39417.49,19291.67,28735.69,"little complex","high","high",10681.8,0.270991379714944,11.8742520661157
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,35815.34,9637.71,26289.48,"not complex","medium","high",9525.86,0.265971508297841,2.19079
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,65696.03,9637.71,48800.46,"not complex","medium","high",16895.57,0.257177945151328,4.066705
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,62351.99,9637.71,43446.29,"not complex","medium","high",18905.7,0.303209248012774,3.62052416666667
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,38366.12,9637.71,27892.65,"not complex","medium","high",10473.47,0.272987469152471,2.3243875
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,39362.61,9637.71,28717.75,"not complex","medium","high",10644.86,0.270430746335164,2.39314583333333
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,43906.35,9637.71,31581.52,"not complex","medium","high",12324.83,0.280707232552922,2.63179333333333
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,43654.15,9637.71,31205.28,"not complex","medium","high",12448.87,0.285170367536649,2.60044
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,48402.42,9637.71,34917.39,"not complex","medium","high",13485.03,0.27860239219444,2.9097825
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,41131.26,9637.71,32164.65,"not complex","medium","high",8966.61,0.217999886217928,2.6803875
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,42436.41,9637.71,33765.84,"not complex","medium","high",8670.57000000001,0.204319121245176,2.81382
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,37582.89,9637.71,31746.62,"not complex","medium","high",5836.27,0.155290612297245,2.64555166666667
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,43271.87,9637.71,34057.9,"not complex","medium","high",9213.97,0.212932096532921,2.83815833333333
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,37799.73,9637.71,29887.51,"not complex","medium","high",7912.22,0.209319484557165,2.49062583333333
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,69343.8,9637.71,58797.99,"not complex","medium","high",10545.81,0.152080070604726,4.8998325
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,76099.02,9637.71,70872.33,"not complex","medium","high",5226.69,0.0686827504480347,5.9060275
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,62321.82,9637.71,57426.31,"not complex","medium","high",4895.51,0.0785521026183125,4.78552583333333
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"Yes","No","No",14836.5,1.5,4,"WB",12000,50955,9637.71,41123.52,"not complex","medium","high",9831.48,0.192944362672947,3.42696
2018-01-04,"4421992","DE","SECTION_0016992-1.5",360,"No","No","No",14836.5,1.5,4,"WB",12000,42440.26,9637.71,34075.24,"not complex","medium","high",8365.02,0.197101054517574,2.83960333333333
2018-01-04,"441238","BE","SECTION_0016978-2",540,"No","Yes","No",8399.5,2,1,"WB",5000,13941.51,5223.2,11263.94,"not complex","low","low",2677.57,0.19205738833168,2.252788
2018-01-04,"4414525","ES","SECTION_0016592-1.2",360,"No","No","Yes",2143.05,1.2,4,"KB",5000,5340.4,1484.94,4744,"not complex","medium","high",596.4,0.111677027937982,0.9488
2018-01-04,"441652","DE","SECTION_0206506-2",360,"Yes","Yes","No",36675.2,2,4,"FVZ",8000,73201.74,25707.78,45841.47,"not complex","low","high",27360.27,0.37376529574297,5.73018375
2018-01-04,"441652","DE","SECTION_0206506-2",360,"Yes","Yes","No",36675.2,2,4,"FVZ",8000,71624.6,25707.78,45585.31,"not complex","low","high",26039.29,0.363552326993798,5.69816375
2018-01-04,"441652","DE","SECTION_0206506-2",360,"Yes","Yes","No",36675.2,2,4,"FVZ",8000,69700.08,25707.78,44994.99,"not complex","low","high",24705.09,0.354448517132262,5.62437375
2018-01-04,"441652","DE","SECTION_0206506-2",360,"Yes","Yes","No",36675.2,2,4,"FVZ",8000,67191.02,25707.78,44011.46,"not complex","low","high",23179.56,0.3449800285812,5.5014325
2018-01-04,"441652","DE","SECTION_0206506-2",360,"Yes","Yes","No",36675.2,2,4,"FVZ",8000,86468.49,25707.78,54683.36,"not complex","low","high",31785.13,0.367592055788184,6.83542
2018-01-04,"441652","DE","SECTION_0206506-2",360,"Yes","Yes","No",36675.2,2,4,"FVZ",8000,83962.62,25707.78,53888.22,"not complex","low","high",30074.4,0.358187965073029,6.7360275
2018-01-04,"441652","DE","SECTION_0206506-2",360,"Yes","Yes","No",36675.2,2,4,"FVZ",8000,77317.09,25707.78,51030.97,"not complex","low","high",26286.12,0.339978134200343,6.37887125
2018-01-04,"441652","DE","SECTION_0206506-2",360,"No","Yes","No",36675.2,2,4,"FVZ",8000,81027.29,25707.78,52820.98,"not complex","low","high",28206.31,0.348108766811774,6.6026225
2018-01-04,"4414592","DE","SECTION_000993-1.8_004",900,"No","Yes","No",11211,1.8,4,"FVZ",3000,17900.61,8609.32,15328.59,"not complex","medium","high",2572.02,0.143683371683982,5.10953
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-04,"441652","DE","SECTION_0218400-2",841,"No","Yes","Yes",21155.75,2,4,"FVZ",7000,28899.78,15565.3,24823.54,"little complex","low","high",4076.24,0.141047440499547,3.54622
2018-01-05,"44192844","PL","SECTION_0010015-2.5",360,"No","No","Yes",5063.25,2.5,4,"WB",3000,10629.45,3133.1,6033.84,"not complex","low","high",4595.61,0.432346922935806,2.01128
2018-01-05,"4441591","ES","SECTION_0010575-1.5",947,"Yes","Yes","No",36119.813,1.5,4,"FVZ",15000,54841.8,27221.25,44275.27,"not complex","medium","high",10566.53,0.192672924666951,2.95168466666667
2018-01-05,"4441591","ES","SECTION_0010575-1.5",947,"Yes","Yes","No",36119.813,1.5,4,"FVZ",15000,54841.8,27221.25,44275.27,"not complex","medium","high",10566.53,0.192672924666951,2.95168466666667
2018-01-05,"4441591","ES","SECTION_0010576-1.5",1307,"Yes","Yes","No",46099.125,1.5,4,"FVZ",15000,73481.85,36990.33,59594.76,"little complex","medium","high",13887.09,0.188986668136417,3.972984
2018-01-05,"4441591","ES","SECTION_0010576-1.5",1307,"Yes","Yes","No",46099.125,1.5,4,"FVZ",15000,73481.85,36990.33,59594.76,"little complex","medium","high",13887.09,0.188986668136417,3.972984
2018-01-05,"4445871","NL","SECTION_0201142-1.25",540,"No","No","No",3199.5,1.25,1,"CRNI",3000,18012.85,3781.79,11029.99,"not complex","medium","low",6982.86,0.387659920556714,3.67666333333333
2018-01-05,"4445871","NL","SECTION_0201142-1.25",540,"No","No","No",3199.5,1.25,1,"CRNI",3000,18012.85,3781.79,11029.99,"not complex","medium","low",6982.86,0.387659920556714,3.67666333333333
2018-01-05,"4445871","NL","SECTION_0201142-1.25",540,"No","No","No",3199.5,1.25,1,"CRNI",3000,18012.85,3781.79,11029.99,"not complex","medium","low",6982.86,0.387659920556714,3.67666333333333
2018-01-05,"44524464","DE","SECTION_0011488-1",1188,"No","No","Yes",3616.562,1,4,"KB",4539,12162.21,2575.94,8553.59,"little complex","medium","high",3608.62,0.296707588505707,1.88446574135272
2018-01-05,"44524464","DE","SECTION_0011488-1",1188,"No","No","Yes",3616.562,1,4,"KB",4539,12172.89,2575.94,8553.59,"little complex","medium","high",3619.3,0.297324628744694,1.88446574135272
2018-01-05,"44524464","DE","SECTION_0011488-1",1188,"No","No","Yes",3616.562,1,4,"KB",4539,12243.18,2575.94,8553.59,"little complex","medium","high",3689.59,0.301358797305929,1.88446574135272
2018-01-05,"4414551","DE","SECTION_0225029-1",360,"No","No","Yes",672.172,1,4,"CRNI",5005,7005.72,806.26,4514.96,"not complex","medium","high",2490.76,0.355532336433657,0.90208991008991
2018-01-05,"4414251","DE","SECTION_0205501-2.5",720,"Yes","No","Yes",96712,2.5,4,"WB",22000,111388.42,60589.63,82533.95,"little complex","low","high",28854.47,0.259043713879773,3.75154318181818
2018-01-05,"4414251","DE","SECTION_0205501-2.5",720,"Yes","No","Yes",96712,2.5,4,"WB",22000,111388.42,60589.63,82533.95,"little complex","low","high",28854.47,0.259043713879773,3.75154318181818
2018-01-05,"4414251","DE","SECTION_0205501-2.5",720,"Yes","No","Yes",96712,2.5,4,"WB",22000,111388.42,60589.63,82533.95,"little complex","low","high",28854.47,0.259043713879773,3.75154318181818
2018-01-05,"4414251","DE","SECTION_0205501-2.5",720,"Yes","No","Yes",96712,2.5,4,"WB",22000,111388.42,60589.63,82533.95,"little complex","low","high",28854.47,0.259043713879773,3.75154318181818
2018-01-05,"4414251","DE","SECTION_0205501-2.5",720,"Yes","No","Yes",96712,2.5,4,"WB",22000,111388.42,60589.63,82533.95,"little complex","low","high",28854.47,0.259043713879773,3.75154318181818
2018-01-05,"4414251","DE","SECTION_0205501-2.5",720,"Yes","No","Yes",96712,2.5,4,"WB",22000,111388.42,60589.63,82533.95,"little complex","low","high",28854.47,0.259043713879773,3.75154318181818
2018-02-26,"4441845","SI","SECTION_0219410-4",360,"No","No","Yes",12858.3,4,4,"WB",3000,23538.84,8395,16992.11,"not complex","high","high",6546.73,0.278124580480601,5.66403666666667
2018-02-26,"4412816","SE","SECTION_0014671-2_001",360,"Yes","No","Yes",14051.5,2,1,"WB",5000,21875.1,9246.06,17310.47,"not complex","low","low",4564.63,0.208667846089846,3.462094
2018-02-26,"4441845","SI","SECTION_0219840-4",528,"No","No","No",28683.9,4,4,"WB",3500,54312.9,18726.81,36581.82,"not complex","high","high",17731.08,0.326461669327176,10.4519485714286
2018-02-26,"443958","TR","SECTION_0014905-1.5",90,"No","No","Yes",4615.8,1.5,4,"KB",8000,8216,3267.33,6838.2,"not complex","medium","high",1377.8,0.16769717624148,0.854775
2018-02-26,"44144915","GR","SECTION_0011452-4.5",360,"No","No","Yes",43626.375,4.5,4,"WB",5000,48012.25,28482.79,39008.01,"little complex","high","high",9004.24,0.187540471442184,7.801602
2018-02-26,"44144915","GR","SECTION_0011452-4.5",360,"No","No","Yes",43626.375,4.5,4,"WB",5000,48012.25,28482.79,39008.01,"little complex","high","high",9004.24,0.187540471442184,7.801602
2018-02-26,"44144915","GR","SECTION_0012515-6.5",360,"No","No","Yes",63878.198,6.5,4,"WB",3900,73136.78,41706.04,56700.4,"little complex","high","high",16436.38,0.224734805114472,14.5385641025641
2018-02-26,"44144915","GR","SECTION_0012515-6.5",360,"No","No","Yes",63878.198,6.5,4,"WB",3900,73136.78,41706.04,56700.4,"little complex","high","high",16436.38,0.224734805114472,14.5385641025641
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,179339.88,0.21,57103.52,"little complex","medium","high",122236.36,0.681590508480322,2.2841408
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,178207.83,0.21,55724.56,"little complex","medium","high",122483.27,0.687305771020274,2.2289824
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,183005.7,0.21,58791.32,"little complex","medium","high",124214.38,0.67874596255745,2.3516528
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,203749.47,0.21,63560.55,"little complex","medium","high",140188.92,0.688045568903811,2.542422
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,204116.25,0.21,67127.78,"little complex","medium","high",136988.47,0.671129662630976,2.6851112
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,235747.08,0.21,87841.09,"little complex","medium","high",147905.99,0.627392670144631,3.5136436
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,218189.29,0.21,76377.1,"little complex","medium","high",141812.19,0.649950279411056,3.055084
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,206890.64,0.21,69502.3,"little complex","medium","high",137388.34,0.664062617815867,2.780092
2018-02-26,"443987","AT","SECTION_0218720-1.5",1110,"Yes","Yes","No",19845,1.5,4,"ALU",25000,204286.49,0.21,64932.95,"little complex","medium","high",139353.54,0.6821476055514,2.597318
2018-09-17,"441646","DE","SECTION_0012425-1",2009,"No","Yes","Yes",10126.5,1,4,"FVZ",5000,24391.25,8132.11,16722.89,"complex","medium","high",7668.36,0.314389791421104,3.344578
2018-09-17,"44571844","NL","SECTION_0011290-2.75",360,"No","No","Yes",14960.138,2.75,4,"FVZ",6000,23415.6,11688.3,19329.53,"not complex","low","high",4086.07,0.174502041374127,3.22158833333333
2018-09-17,"44126446","FR","SECTION_0202941-1.5_002",1652,"No","Yes","No",42565,1.5,4,"FVZ",5000,123907.55,45049.62,96419.3,"little complex","medium","high",27488.25,0.221844835121024,19.28386
2018-09-17,"44126446","FR","SECTION_0202941-1.5_005",1652,"No","Yes","No",42565,1.5,4,"FVZ",5000,123907.55,45049.62,96419.3,"little complex","medium","high",27488.25,0.221844835121024,19.28386
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,53591.89,25774.02,41342.97,"not complex","low","high",12248.92,0.228559209238562,4.134297
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,53641.48,25774.02,41335.59,"not complex","low","high",12305.89,0.229409964080037,4.133559
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,52451.57,25774.02,40459.71,"not complex","low","high",11991.86,0.228627284178529,4.045971
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,52479,25774.02,40444.08,"not complex","low","high",12034.92,0.229328302749671,4.044408
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51223.83,25774.02,39870.85,"not complex","low","high",11352.98,0.221634735239438,3.987085
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51225.67,25774.02,39870.85,"not complex","low","high",11354.82,0.221662693723674,3.987085
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51192.97,25774.02,39870.85,"not complex","low","high",11322.12,0.221165523313064,3.987085
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51143.15,25774.02,39870.85,"not complex","low","high",11272.3,0.220406838452461,3.987085
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51164.29,25774.02,39870.85,"not complex","low","high",11293.44,0.220728949820275,3.987085
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51141.43,25774.02,39870.85,"not complex","low","high",11270.58,0.220380619001072,3.987085
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51184.76,25774.02,39870.85,"not complex","low","high",11313.91,0.221040598803238,3.987085
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51310.92,25774.02,36513.1,"not complex","low","high",14797.82,0.288395140839416,3.65131
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51072.62,25774.02,36513.1,"not complex","low","high",14559.52,0.285074860071796,3.65131
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51040.46,25774.02,36513.1,"not complex","low","high",14527.36,0.284624394059144,3.65131
2018-01-08,"63444","FR","SECTION_0220984-2",540,"No","No","No",41448,2,4,"WB",10000,51966.21,25774.02,36513.1,"not complex","low","high",15453.11,0.297368424597445,3.65131
2018-01-08,"4414592","DE","SECTION_0010168-1.5_001",360,"No","Yes","No",30475,1.5,4,"FVZ",25000,39026,23023.84,33869.52,"not complex","medium","high",5156.48,0.132129349664326,1.3547808
2018-01-08,"4414592","DE","SECTION_0010168-1.5_002",360,"No","Yes","No",30475,1.5,4,"FVZ",25000,39026,23023.84,33869.52,"not complex","medium","high",5156.48,0.132129349664326,1.3547808
2018-01-08,"4414592","DE","SECTION_0010168-1.5_004",360,"No","Yes","No",30475,1.5,4,"FVZ",25000,39026,23023.84,33869.52,"not complex","medium","high",5156.48,0.132129349664326,1.3547808
2018-01-08,"443817","IT","SECTION_0014165-1.5",540,"No","No","Yes",19782,1.5,4,"FVZ",10000,27420.9,14405.08,20125.61,"not complex","medium","high",7295.29,0.266048525030178,2.012561
2018-01-08,"4426951","HU","SECTION_0011719-5",180,"No","No","Yes",13305.75,5,4,"WB",3000,17407.65,8273.18,14400.84,"little complex","high","high",3006.81,0.172729231113907,4.80028
2018-01-08,"4414546","FR","SECTION_0219918-4",523,"No","No","No",48654.3,4,4,"WB",3000,78257.4,31766.22,46749.4,"not complex","high","high",31508,0.402620071712068,15.5831333333333
2018-01-08,"4414546","FR","SECTION_0219918-4",523,"No","No","No",48654.3,4,4,"WB",3000,78257.4,31766.22,46749.4,"not complex","high","high",31508,0.402620071712068,15.5831333333333
2018-01-08,"4414546","FR","SECTION_0219918-4",523,"No","No","No",48654.3,4,4,"WB",3000,78257.4,31766.22,46749.4,"not complex","high","high",31508,0.402620071712068,15.5831333333333
2018-01-08,"4414546","FR","SECTION_0219918-4",523,"No","No","No",48654.3,4,4,"WB",3000,78257.4,31766.22,46749.4,"not complex","high","high",31508,0.402620071712068,15.5831333333333
2018-01-08,"4414546","FR","SECTION_0219918-4",523,"No","No","No",48654.3,4,4,"WB",3000,78257.4,31766.22,46749.4,"not complex","high","high",31508,0.402620071712068,15.5831333333333
2018-01-08,"44164","GB","SECTION_0015761-1.25",809,"No","Yes","No",4737.966,1.25,4,"FVZ",2175,23052.04,3790.01,12758.17,"not complex","medium","high",10293.87,0.446549199116434,5.86582528735632
